,name,sku,price,text,categories,units,weight,total_weight
88,Palitos de Chocolate Branco,PACS0010_CX,13.00,"Contém 4 saquetas de 33g.
Peso total: 132g.","[{'id': 64, 'name': 'Barras, Bolachas &amp; Wafers', 'slug': 'barras-bolachas-wafers'}, {'id': 21, 'name': 'Doces', 'slug': 'doces'}]",4,33,132
89,Bolachas de Chocolate,SNSS0009_CX,9.50,"Contém 3 saquetas de 44g.
Peso total líquido de 132g.","[{'id': 64, 'name': 'Barras, Bolachas &amp; Wafers', 'slug': 'barras-bolachas-wafers'}, {'id': 21, 'name': 'Doces', 'slug': 'doces'}]",3,44,132
90,Mousse de Chocolate,DOSO0005_CX,16.50,"Contém 5 saquetas de 27g.
Peso total: 135g.","[{'id': 21, 'name': 'Doces', 'slug': 'doces'}, {'id': 35, 'name': 'Sobremesas', 'slug': 'sobremesas'}]",5,27,135
91,Mini Cookies,DOBO0007_CX,17.50,"Contém 5 saquetas de 35g.
Peso total: 175g.","[{'id': 64, 'name': 'Barras, Bolachas &amp; Wafers', 'slug': 'barras-bolachas-wafers'}, {'id': 21, 'name': 'Doces', 'slug': 'doces'}]",5,35,175
92,Bebida sabor a Laranja,BEBF0003_CX,14.00,Contém 4 unidades de 330g.,"[{'id': 27, 'name': 'Bebidas &amp; Iogurtes', 'slug': 'bebidas-iogurtes'}, {'id': 21, 'name': 'Doces', 'slug': 'doces'}]",4,330,
93,Granola Chocolate Crunchy,DOBO0009_CX,12.95,"Contém 4 unidades de 43g.
Peso neto: 172g.","[{'id': 64, 'name': 'Barras, Bolachas &amp; Wafers', 'slug': 'barras-bolachas-wafers'}, {'id': 21, 'name': 'Doces', 'slug': 'doces'}]",4,43,172
94,Granola Crunchy,DOBO0010_CX,12.95,"Contém 4 unidades de 44g.
Peso neto: 176g.","[{'id': 64, 'name': 'Barras, Bolachas &amp; Wafers', 'slug': 'barras-bolachas-wafers'}, {'id': 21, 'name': 'Doces', 'slug': 'doces'}]",4,44,176
95,Gomas de Ursinhos,PAGP0007_CX,15.95,"Contém 4 unidades de 70g.
Peso total: 280g.","[{'id': 63, 'name': 'Chocolate, Gomas &amp; Rebuçados', 'slug': 'chocolates-gomas-rebucados'}, {'id': 21, 'name': 'Doces', 'slug': 'doces'}]",4,70,280
96,Gomas Fruti Maçã,PAGP0006_CX,15.95,"Contém 4 unidades de 70g.
Peso neto: 280g.","[{'id': 63, 'name': 'Chocolate, Gomas &amp; Rebuçados', 'slug': 'chocolates-gomas-rebucados'}, {'id': 21, 'name': 'Doces', 'slug': 'doces'}]",4,70,280
97,Gomas Fruti Laranja,PAGP0005_CX,15.95,"Contém 4 unidades de 70g.
Peso neto: 280g.","[{'id': 63, 'name': 'Chocolate, Gomas &amp; Rebuçados', 'slug': 'chocolates-gomas-rebucados'}, {'id': 21, 'name': 'Doces', 'slug': 'doces'}]",4,70,280
98,Crepe de Maçã e Caramelo,DOCR0001_CX,16.50,"Contém 5 saquetas de 29g.
Peso total: 137,5g.","[{'id': 34, 'name': 'Crepes', 'slug': 'crepes'}, {'id': 21, 'name': 'Doces', 'slug': 'doces'}]",5,29,137
99,Crepe de Limão,DOCR0005_CX,16.50,"Contém 5 saquetas de 28g.
Peso total: 140g.","[{'id': 34, 'name': 'Crepes', 'slug': 'crepes'}, {'id': 21, 'name': 'Doces', 'slug': 'doces'}]",5,28,140
100,Crepe de Côco,DOCR0006_CX,16.50,"Contém 5 saquetas de 27,5g.
Peso total: 137,5g.","[{'id': 34, 'name': 'Crepes', 'slug': 'crepes'}, {'id': 21, 'name': 'Doces', 'slug': 'doces'}]",5,27,5
101,Crepe de Banana e Chocolate,DOCR0002_CX,16.50,"Contém 5 saquetas de 29g.
Peso total: 145g.","[{'id': 34, 'name': 'Crepes', 'slug': 'crepes'}, {'id': 21, 'name': 'Doces', 'slug': 'doces'}]",5,29,145
102,Cookie de Laranja com Pepitas de Chocolate,DOBO0006_CX,14.00,"Contém 8 unidades de 25g.
Peso total: 200g.","[{'id': 64, 'name': 'Barras, Bolachas &amp; Wafers', 'slug': 'barras-bolachas-wafers'}, {'id': 21, 'name': 'Doces', 'slug': 'doces'}]",8,25,200
103,Cookie de Coco,DOBO0005_CX,14.00,"Contém 8 unidades de 25g.
Peso total: 200g.","[{'id': 64, 'name': 'Barras, Bolachas &amp; Wafers', 'slug': 'barras-bolachas-wafers'}, {'id': 21, 'name': 'Doces', 'slug': 'doces'}]",8,25,200
104,Barra Choco Break,DOBA0009_CX,16.50,"Contém 5 unidades de 48,7g.
Peso total: 243,5g.","[{'id': 64, 'name': 'Barras, Bolachas &amp; Wafers', 'slug': 'barras-bolachas-wafers'}, {'id': 21, 'name': 'Doces', 'slug': 'doces'}]",5,48,7
105,Capuccino,BEBQ0001_CX,16.50,"Contém 5 saquetas de 26g.
Peso total: 130g.","[{'id': 27, 'name': 'Bebidas &amp; Iogurtes', 'slug': 'bebidas-iogurtes'}, {'id': 21, 'name': 'Doces', 'slug': 'doces'}]",5,26,130
106,Barra de Baunilha,DOBA0013_CX,16.50,"Contém 5 unidades de 44g.
Peso total líquido de 220g.","[{'id': 64, 'name': 'Barras, Bolachas &amp; Wafers', 'slug': 'barras-bolachas-wafers'}, {'id': 21, 'name': 'Doces', 'slug': 'doces'}]",5,44,220
107,Iogurte Líquido de Morango,BEIO0001_CX,19.80,Contém 6 unidades de 208g.,"[{'id': 27, 'name': 'Bebidas &amp; Iogurtes', 'slug': 'bebidas-iogurtes'}, {'id': 21, 'name': 'Doces', 'slug': 'doces'}]",6,208,
108,Iogurte Líquido de Manga,BEIO0002_CX,19.80,Contém 6 unidades de 208g.,"[{'id': 27, 'name': 'Bebidas &amp; Iogurtes', 'slug': 'bebidas-iogurtes'}, {'id': 21, 'name': 'Doces', 'slug': 'doces'}]",6,208,
109,Iogurte Líquido de Banana,BEIO0003_CX,19.80,Pronto a consumir.,"[{'id': 27, 'name': 'Bebidas &amp; Iogurtes', 'slug': 'bebidas-iogurtes'}, {'id': 21, 'name': 'Doces', 'slug': 'doces'}]",,,
110,Cacau,BEBQ0002_CX,16.50,"Contém 5 saquetas de 27,5g.
Peso total: 137,5g.","[{'id': 27, 'name': 'Bebidas &amp; Iogurtes', 'slug': 'bebidas-iogurtes'}, {'id': 21, 'name': 'Doces', 'slug': 'doces'}]",5,27,5
111,Bolachas Nutellev,DOBO0014_CX,12.95,"Contém 16 saquetas de 9g.
Peso total: 144g.","[{'id': 64, 'name': 'Barras, Bolachas &amp; Wafers', 'slug': 'barras-bolachas-wafers'}, {'id': 21, 'name': 'Doces', 'slug': 'doces'}]",16,9,144
112,Bolachas Extra Choco,DOBO0012_CX,16.50,"Contém 12 saquetas de 16g.
Peso total líquido de 192g.","[{'id': 64, 'name': 'Barras, Bolachas &amp; Wafers', 'slug': 'barras-bolachas-wafers'}, {'id': 21, 'name': 'Doces', 'slug': 'doces'}]",12,16,192
113,Bolachas Double Choc com Creme,DOBO0002_CX,16.50,"Contém 12 saquetas de 16g.
Peso total líquido de 192g.","[{'id': 64, 'name': 'Barras, Bolachas &amp; Wafers', 'slug': 'barras-bolachas-wafers'}, {'id': 21, 'name': 'Doces', 'slug': 'doces'}]",12,16,192
114,Bebida sabor Pêssego e Maracujá,BEBF0001_CX,16.00,Contém 4 unidades de 250ml.,"[{'id': 27, 'name': 'Bebidas &amp; Iogurtes', 'slug': 'bebidas-iogurtes'}, {'id': 21, 'name': 'Doces', 'slug': 'doces'}]",4,250,
115,Bebida de Framboesa,BEBF0002_CX,16.00,Contém 4 unidades de 250ml.,"[{'id': 27, 'name': 'Bebidas &amp; Iogurtes', 'slug': 'bebidas-iogurtes'}, {'id': 21, 'name': 'Doces', 'slug': 'doces'}]",4,250,
116,Bebida de Baunilha e Cereais Crocantes,BEBF0007_CX,16.50,"Contém 5 saquetas de 26,5g.
Peso total: 132,5g.","[{'id': 27, 'name': 'Bebidas &amp; Iogurtes', 'slug': 'bebidas-iogurtes'}, {'id': 21, 'name': 'Doces', 'slug': 'doces'}]",5,26,5
117,Bebida de Chocolate,BEBF0004_CX,16.00,Contém 4 unidades de 256g.,"[{'id': 27, 'name': 'Bebidas &amp; Iogurtes', 'slug': 'bebidas-iogurtes'}, {'id': 21, 'name': 'Doces', 'slug': 'doces'}]",4,256,
118,Bebida de Baunilha,BEBF0006_CX,16.00,Contém 4 unidades de 256g.,"[{'id': 27, 'name': 'Bebidas &amp; Iogurtes', 'slug': 'bebidas-iogurtes'}, {'id': 21, 'name': 'Doces', 'slug': 'doces'}]",4,256,
119,Barra Tiramisu,DOBA0004_CX,16.75,"Contém 5 unidades de 40g.
Peso total líquido de 200g.","[{'id': 64, 'name': 'Barras, Bolachas &amp; Wafers', 'slug': 'barras-bolachas-wafers'}, {'id': 21, 'name': 'Doces', 'slug': 'doces'}]",5,40,200
120,Barra de Coco Crunch,DOBA0007_CX,16.50,"Contém 5 unidades de 44g.
Peso total: 225g.","[{'id': 64, 'name': 'Barras, Bolachas &amp; Wafers', 'slug': 'barras-bolachas-wafers'}, {'id': 21, 'name': 'Doces', 'slug': 'doces'}]",5,44,225
121,Barra Wafer Baunilha,DOBA0002_CX,16.50,"Contém 5 unidades de 37,2g.
Peso total líquido de 186g.","[{'id': 64, 'name': 'Barras, Bolachas &amp; Wafers', 'slug': 'barras-bolachas-wafers'}, {'id': 21, 'name': 'Doces', 'slug': 'doces'}]",5,37,2
122,Barra Crisp Pêssego e Maracujá,DOBA0011_CX,16.50,"Contém 5 unidades de 35g.
Peso total líquido de 175g.","[{'id': 64, 'name': 'Barras, Bolachas &amp; Wafers', 'slug': 'barras-bolachas-wafers'}, {'id': 21, 'name': 'Doces', 'slug': 'doces'}]",5,35,175
123,Barra de Morango Crunch,DOBA0006_CX,16.95,"Contém 5 unidades de 44g.
Peso total: 220g.","[{'id': 64, 'name': 'Barras, Bolachas &amp; Wafers', 'slug': 'barras-bolachas-wafers'}, {'id': 21, 'name': 'Doces', 'slug': 'doces'}]",5,44,220
124,Barra Crisp Mirtilo e Arando,DOBA0010_CX,16.50,"Contém 5 unidades de 35g.
Peso total líquido de 175g.","[{'id': 64, 'name': 'Barras, Bolachas &amp; Wafers', 'slug': 'barras-bolachas-wafers'}, {'id': 21, 'name': 'Doces', 'slug': 'doces'}]",5,35,175
125,Barra Cookie,DOBA0001_CX,16.75,"Contém 5 unidades de 40g.
Peso total líquido de 200g.","[{'id': 64, 'name': 'Barras, Bolachas &amp; Wafers', 'slug': 'barras-bolachas-wafers'}, {'id': 21, 'name': 'Doces', 'slug': 'doces'}]",5,40,200
126,Barra Chocolate Crispy,SNSS0003_CX,7.50,"Contém 3 unidades de 45g.
Peso total: 135g.","[{'id': 64, 'name': 'Barras, Bolachas &amp; Wafers', 'slug': 'barras-bolachas-wafers'}, {'id': 21, 'name': 'Doces', 'slug': 'doces'}]",3,45,135
127,Barra Choco Crisp,DOBA0003_CX,16.50,,"[{'id': 64, 'name': 'Barras, Bolachas &amp; Wafers', 'slug': 'barras-bolachas-wafers'}, {'id': 21, 'name': 'Doces', 'slug': 'doces'}]",1,,
128,Barra de Chocolate de Avelã Crunch,DOBA0008_CX,16.50,"Contém 5 unidades de 44g.
Peso total: 220g.","[{'id': 64, 'name': 'Barras, Bolachas &amp; Wafers', 'slug': 'barras-bolachas-wafers'}, {'id': 21, 'name': 'Doces', 'slug': 'doces'}]",5,44,220
129,Barra Wafer de Chocolate,DOBA0012_CX,16.50,"Contém 5 unidades de 37,2g.
Peso total líquido de 186g.","[{'id': 64, 'name': 'Barras, Bolachas &amp; Wafers', 'slug': 'barras-bolachas-wafers'}, {'id': 21, 'name': 'Doces', 'slug': 'doces'}]",5,37,2
130,Arroz Doce,DOSO0008_CX,16.50,"Contém 5 saquetas de 30g.
Peso total: 150g","[{'id': 21, 'name': 'Doces', 'slug': 'doces'}, {'id': 35, 'name': 'Sobremesas', 'slug': 'sobremesas'}]",5,30,150
131,Barra de Amendoim,SNSS0002_CX,7.50,"Contém 3 unidades de 42g.
Peso total: 126g.","[{'id': 64, 'name': 'Barras, Bolachas &amp; Wafers', 'slug': 'barras-bolachas-wafers'}, {'id': 21, 'name': 'Doces', 'slug': 'doces'}]",3,42,126
132,Kabkaj - Dark Choco + Hyaluronic Acid,PACS0032_CX,19.95,"Contém 6 tabletes de 32g (192g).
<div id=""\&quot;\\&quot;\\\\&quot;gtx-trans\\\\&quot;\\&quot;\&quot;"">
<div class=""\&quot;\\&quot;\\\\&quot;gtx-trans-icon\\\\&quot;\\&quot;\&quot;""></div>
</div>","[{'id': 76, 'name': 'Kabkaj - Choco with a Twist', 'slug': 'kabkaj'}]",6,32,192
133,Kabkaj - Dark Choco + Orange Crunchies,PACS0031_CX,19.95,"Contém 6 tabletes de 32g (192g).
<div id=""\&quot;\\&quot;gtx-trans\\&quot;\&quot;"">
<div class=""\&quot;\\&quot;gtx-trans-icon\\&quot;\&quot;""></div>
</div>","[{'id': 76, 'name': 'Kabkaj - Choco with a Twist', 'slug': 'kabkaj'}]",6,32,192
134,Kabkaj - Dark Choco + Goji,PACS0030_CX,19.95,"Contém 6 tabletes de 32g (192g).
<div id=""\&quot;\\&quot;gtx-trans\\&quot;\&quot;"">
<div class=""\&quot;\\&quot;gtx-trans-icon\\&quot;\&quot;""></div>
</div>","[{'id': 76, 'name': 'Kabkaj - Choco with a Twist', 'slug': 'kabkaj'}]",6,32,192
135,Kabkaj - Dark Choco,PACS0028_CX,19.95,"Contém 6 tabletes de 32g (192g).
<div id=""\&quot;gtx-trans\&quot;"">
<div class=""\&quot;gtx-trans-icon\&quot;""></div>
</div>","[{'id': 76, 'name': 'Kabkaj - Choco with a Twist', 'slug': 'kabkaj'}]",6,32,192
136,Kabkaj - Dark Choco + Grated Coconut,PACS0029_CX,19.95,"Contém 6 tabletes de 32g (192g).
<div id=""\&quot;gtx-trans\&quot;"">
<div class=""\&quot;gtx-trans-icon\&quot;""></div>
</div>","[{'id': 76, 'name': 'Kabkaj - Choco with a Twist', 'slug': 'kabkaj'}]",6,32,192
137,Kabkaj - Milk Choco Caramelized Hazelnuts,PACS0027_CX,19.95,"Contém 6 tabletes de 32g (192g).
<div id=""gtx-trans"">
<div class=""gtx-trans-icon""></div>
</div>","[{'id': 76, 'name': 'Kabkaj - Choco with a Twist', 'slug': 'kabkaj'}]",6,32,192
138,Kabkaj - White Choco Crunch,PACS0026_CX,19.95,"Contém 6 tabletes de 28g (168g).
<div id=""gtx-trans"">
<div class=""gtx-trans-icon""></div>
</div>","[{'id': 76, 'name': 'Kabkaj - Choco with a Twist', 'slug': 'kabkaj'}]",6,28,168
139,Kabkaj - Milk Choco Crunchy,PACS0024_CX,19.95,"Contém 6 tabletes de 28g (168g).
<div id=""gtx-trans"">
<div class=""gtx-trans-icon""></div>
</div>","[{'id': 76, 'name': 'Kabkaj - Choco with a Twist', 'slug': 'kabkaj'}]",6,28,168
140,Kabkaj - White Choco Cookie,PACS0025_CX,19.95,"Contém 6 tabletes de 32g (192g).
<div id=""gtx-trans"">
<div class=""gtx-trans-icon""></div>
</div>","[{'id': 76, 'name': 'Kabkaj - Choco with a Twist', 'slug': 'kabkaj'}]",6,32,192
141,Compota de Cereja,DOCC0006_UN,9.00,1 frasco de compota: 220g.,"[{'id': 24, 'name': 'Molhos, Compotas &amp; Cremes', 'slug': 'molhos-compotas-cremes'}]",1,220,
142,Molho de Tomate e Orégãos,SAMO0007_CX,5.90,"<strong>2 unidades de 110g.</strong>
<div id=""gtx-trans"">
<div class=""gtx-trans-icon""></div>
</div>","[{'id': 24, 'name': 'Molhos, Compotas &amp; Cremes', 'slug': 'molhos-compotas-cremes'}]",2,110,
143,Molho Carbonara,SAMO0003_UN,3.90,"Retirar o conteúdo da embalagem, aquecer e consumir. (Como acompanhamento de massas, carnes, peixes e legumes.)","[{'id': 24, 'name': 'Molhos, Compotas &amp; Cremes', 'slug': 'molhos-compotas-cremes'}]",,,
144,Mousse de Queijo,SACB0004_CX,12.00,"Contém 8 unidades de 25g.
Peso total: 200g.","[{'id': 24, 'name': 'Molhos, Compotas &amp; Cremes', 'slug': 'molhos-compotas-cremes'}]",8,25,200
145,Compota de Morango,DOCC0001_UN,7.95,1 frasco de compota: 290g.,"[{'id': 24, 'name': 'Molhos, Compotas &amp; Cremes', 'slug': 'molhos-compotas-cremes'}]",1,290,
146,Compota de Alperce,DOCC0005_UN,5.95,1 frasco de compota: 185g.,"[{'id': 24, 'name': 'Molhos, Compotas &amp; Cremes', 'slug': 'molhos-compotas-cremes'}]",1,185,
147,Queijo Cremoso para Barrar,SACB0003_CX,11.75,"Contém 2 unidades de 130g.
Peso total: 260g.
<div id=""gtx-trans"">
<div class=""gtx-trans-icon""></div>
</div>","[{'id': 24, 'name': 'Molhos, Compotas &amp; Cremes', 'slug': 'molhos-compotas-cremes'}]",2,130,260
148,Nutellev,DOCC0003_CX,14.95,"Contém 2 unidades de 120g.
Peso neto: 240g.","[{'id': 24, 'name': 'Molhos, Compotas &amp; Cremes', 'slug': 'molhos-compotas-cremes'}]",2,120,240
149,Mousse de Atum e Pimento,SACB0001_UN,3.90,1 frasco: 120g.,"[{'id': 24, 'name': 'Molhos, Compotas &amp; Cremes', 'slug': 'molhos-compotas-cremes'}]",1,120,
150,Maionese,SAMO0001_UN,7.25,Peso neto: 300ml (1 frasco).,"[{'id': 24, 'name': 'Molhos, Compotas &amp; Cremes', 'slug': 'molhos-compotas-cremes'}]",300,1,
151,Ketchup,SAMO0002_UN,7.25,Peso neto: 300ml (1 frasco).,"[{'id': 24, 'name': 'Molhos, Compotas &amp; Cremes', 'slug': 'molhos-compotas-cremes'}]",300,1,
152,Molho Bolonhesa,SAMO0004_UN,3.90,1 unidade de 115g.,"[{'id': 24, 'name': 'Molhos, Compotas &amp; Cremes', 'slug': 'molhos-compotas-cremes'}]",1,115,
153,Patê de Frango e Pimentas,SACB0002_UN,5.45,Peso neto (1 frasco): 120g.,"[{'id': 24, 'name': 'Molhos, Compotas &amp; Cremes', 'slug': 'molhos-compotas-cremes'}]",1,120,
154,Compota de Laranja,DOCC0004_UN,5.50,1 frasco de compota: 185g.,"[{'id': 24, 'name': 'Molhos, Compotas &amp; Cremes', 'slug': 'molhos-compotas-cremes'}]",1,185,
155,Super Skin by Lev,SUEB0001_CX,50.00,"Glicerina E422 e água purificada QSP, sumos : Ananás (<em>Ananas comosus</em> <em>(L.) Merr.</em>) e Papaia (<em>Carica papaya L.</em>); extratos aquosos: Dente-de-leão (<em>Taraxacum officinale Web.</em>), Guaraná (<em>Paullinia cupana Kunth</em>) e Chá verde (<em>Camellia sinensis (L.) Kuntze</em>); FOS (Fructooligossacarídeos); corante: Caramelo E150a; aroma: manga; espessante: goma xantana E415.","[{'id': 66, 'name': 'Nutricosmética', 'slug': 'nutricosmetica'}, {'id': 19, 'name': 'Suplementos &amp; Elixires', 'slug': 'suplementos-elixires'}]",422,150,415
156,Skin Elixir + Keratin + Elastin,SUEB0002_UN,29.95,"Conservar em local seco e fresco (entre 15ºC a 25ºC), ao abrigo da luz e da humidade.","[{'id': 66, 'name': 'Nutricosmética', 'slug': 'nutricosmetica'}, {'id': 19, 'name': 'Suplementos &amp; Elixires', 'slug': 'suplementos-elixires'}]",15,25,
157,Focaccia de Queijo e Ervas,SAPC0029_CX,13.50,"Contém 3 unidades de 50g.
Peso total líquido de 150g.","[{'id': 25, 'name': 'Padaria &amp; Pastelaria', 'slug': 'padaria-pastelaria'}]",3,50,150
158,Palmiers de Chocolate,PACA0032_CX,14,"Contém 3 saquetas de 45g.
Peso total líquido de 135g.","[{'id': 64, 'name': 'Barras, Bolachas &amp; Wafers', 'slug': 'barras-bolachas-wafers'}, {'id': 21, 'name': 'Doces', 'slug': 'doces'}, {'id': 25, 'name': 'Padaria &amp; Pastelaria', 'slug': 'padaria-pastelaria'}]",3,45,135
159,Croissant Nutellev,PACA0029_CX,13.50,"Contém 3 croissants de 50g.
Peso total líquido de 150g.","[{'id': 25, 'name': 'Padaria &amp; Pastelaria', 'slug': 'padaria-pastelaria'}]",3,50,150
160,Palmiers,PACA0016_CX,13.50,"Contém 3 saquetas de 50g.
Peso total líquido de 150g.","[{'id': 64, 'name': 'Barras, Bolachas &amp; Wafers', 'slug': 'barras-bolachas-wafers'}, {'id': 21, 'name': 'Doces', 'slug': 'doces'}, {'id': 25, 'name': 'Padaria &amp; Pastelaria', 'slug': 'padaria-pastelaria'}]",3,50,150
161,Pão de Forma de Cereais,PAPT0001_UN,16.50,1 embalagem tem um peso médio de 450g.,"[{'id': 25, 'name': 'Padaria &amp; Pastelaria', 'slug': 'padaria-pastelaria'}]",1,450,
162,Pão de Forma,PAPT0007_UN,15.50,1 embalagem tem um peso médio de 350g.,"[{'id': 25, 'name': 'Padaria &amp; Pastelaria', 'slug': 'padaria-pastelaria'}]",1,350,
